,Unnamed: 0,Unnamed: 0.1.1,review_index,product_index,sentences,labelled_topic,labelled_sentiment,rating,sentence_ix
317,79224,79224,27955,322,got this as a gift for my  master friend's birthday,4.0,0.0,5,79224
318,68955,68955,24291,244, santa was the hardest part prepare yourself to be use your patience,1.0,1.0,5,68955
319,82088,82088,28870,337,given as a gift ,4.0,0.0,5,82088
320,6004,6004,2187,5,10/10 would recommend ,4.0,1.0,4,6004
321,166692,166692,59816,2078,great transaction/product ,4.0,1.0,5,166692
322,110768,110768,39428,690,love this  ,4.0,1.0,5,110768
323,42521,42521,15069,134, i'm not a  aficionado so i probably should have known that - made the mistake of putting loose pieces in the box bottom,4.0,-1.0,5,42521
324,217411,217411,77049,4409, all things sort of flow into one another and the colors are very similar,4.0,0.0,3,217411
325,57191,57191,20161,195, i love s but this is the hardest  i have ever done,1.0,1.0,2,57191
326,57852,57852,20410,199, we love doing them together and since he's read all the books he thinks these s are great fun,4.0,1.0,5,57852
327,211747,211747,75381,4080, awesome colors and fun theme,4.0,1.0,5,211747
328,101490,101490,36053,587,i have worked a lot of very hard s but this is a whole new level with the shapes,1.0,1.0,3,101490
329,22302,22302,8098,50, looked simple enough,4.0,0.0,4,22302
330,218141,218141,77268,4463, was obviously a prior return pieces were placed in a zip-lock bag,4.0,0.0,1,218141
331,83697,83697,29519,351,there were 11 missing pieces from this ,0.0,-1.0,1,83697
332,52513,52513,18595,169, when the  store was in use i found it fit nicely under any of our beds under all of our sofas including a love seat and also flat in the trunk of our car,4.0,0.0,5,52513
333,185617,185617,66251,2694,this was a hard and challenging ,1.0,1.0,4,185617
334,119005,119005,42532,828,some of the edges didn't have nubs or cut out for nubs,2.0,-1.0,1,119005
335,211284,211284,75197,4040, is good concept we enjoyed that part of it but the pieces are ill fitting,2.0,-1.0,3,211284
336,20989,20989,7581,47, however this was a real disappointment,4.0,-1.0,1,20989
337,133634,133634,47825,1129, i love how nicely the pieces fit into each other,2.0,1.0,5,133634
338,153669,153669,55048,1706,this is easily the best  i have ever seen,4.0,1.0,5,153669
339,156556,156556,56057,1806, this is a replica of an piece of art and is geometrical at the same time so it was perfect for them,4.0,0.0,4,156556
340,234028,234028,82425,6922, i love it,4.0,1.0,5,234028
341,209781,209781,74680,3937, the large piece size and different shapes make it fun to assemble theirs,4.0,1.0,5,209781
342,92925,92925,32974,482,challenging and good family fun ,1.0,1.0,5,92925
343,177474,177474,63543,2396, i just love the quality of buffalo s,3.0,1.0,5,177474
344,93807,93807,33335,493,really neat & fun ,4.0,1.0,5,93807
345,11605,11605,4195,21,fun  for the family,4.0,1.0,5,11605
346,98727,98727,35023,547,looked so good by the time it was done we framed it and hung it up,3.0,1.0,5,98727
347,126503,126503,45263,967, we will be looking for more s from this company,4.0,1.0,5,126503
348,196555,196555,70013,3163, some areas were a challenge but that made it fun,1.0,1.0,5,196555
349,93846,93846,33355,493,i love this ,4.0,1.0,5,93846
350,126366,126366,45228,966, but it was perfectly fine,4.0,1.0,4,126366
351,192145,192145,68492,2973, my teenagers and pre-teen are friends and this  helped them realize that,4.0,1.0,5,192145
352,121542,121542,43471,861,regards helga,4.0,0.0,3,121542
353,99271,99271,35223,555,i love  s but i should have paid attention to the fact that there is a lot of brown and shades of brown in this one,4.0,1.0,3,99271
354,233746,233746,82349,6861, i expect better from a brand new  that was sealed,4.0,-1.0,3,233746
355,107356,107356,38176,644,great ,4.0,1.0,5,107356
356,22571,22571,8180,52, problem is anything larger than a 500-piece  doesn't allow a large enough surface area on the 42 round table that we use--until we found this ,4.0,1.0,5,22571
357,185427,185427,66191,2688, it took several weeks to put together but i was happy with the final product,4.0,1.0,5,185427
358,164273,164273,59013,2038,too easy,1.0,-1.0,3,164273
359,78633,78633,27714,319, i am not a  person but it met my expectation and my family enjoyed putting it together,4.0,1.0,5,78633
360,88157,88157,31193,416, but those 2 pieces are totally opposite so how can i had swapped them,4.0,0.0,5,88157
361,214421,214421,76135,4221,this is  meets ravenburger's normal excellent standards for quality and has a beautiful scene to create,3.0,1.0,5,214421
362,44889,44889,16023,142,unfortunately the pieces were too dark and made it hard to see,3.0,-1.0,2,44889
363,84466,84466,29793,361,we eventually finished the ; the colors and design were excellent,4.0,1.0,2,84466
364,96736,96736,34273,522, also fun for me and i put it together on one end of my dining room table,4.0,1.0,5,96736
365,79835,79835,28095,324, great products great company to buy from,4.0,1.0,5,79835
366,82249,82249,28943,337, you cannot see this minor detail when ordering,4.0,-1.0,4,82249
367,216604,216604,76756,4336,i love jigsaw s and this one is gorgeous,4.0,1.0,5,216604
368,16363,16363,5926,31, its great,4.0,1.0,5,16363
369,155857,155857,55807,1774,i had to have this product replaced because a piece was missing on the first one,0.0,-1.0,4,155857
370,186985,186985,66672,2741,fun,4.0,1.0,5,186985
371,63418,63418,22165,215,com and they will hook you up,4.0,1.0,5,63418
372,167808,167808,60204,2119, i've been building s consistently for years and i've gotten quite good at it but even this one took a bit,4.0,0.0,5,167808
373,90070,90070,31890,436, highly recommend ,4.0,1.0,5,90070
374,228927,228927,80804,5767, it takes some time but it is well worth it ,4.0,1.0,5,228927
375,197648,197648,70408,3221,a high quality  that is challenging but fun,3.0,1.0,5,197648
376,71786,71786,25259,261, all the titles and/or authors are modified cat names i,4.0,0.0,5,71786
377,57508,57508,20295,196,i love buffalo games s,4.0,1.0,5,57508
378,90718,90718,32132,447, this  is 1000 pieces and is 20x27 inches totally beautiful when finished well worth buying and taking the time to complete it my favourite parts of the  were doing the jack-o-lantern pumpkins and the cute trick-or-treaters all pieces were present and accounted for none were ripped or bent the only disappointing factor for me was the length i had to go to obtain this  it seems amazon,0.0,1.0,5,90718
379,138776,138776,49660,1294, but we were missing 5 peaces,0.0,-1.0,4,138776
380,72308,72308,25477,267,the pieces didn't lock in like it says,2.0,-1.0,1,72308
381,42179,42179,14994,133,great value ,4.0,1.0,5,42179
382,25907,25907,9175,61, how long have they been making puzzels,4.0,0.0,2,25907
383,176264,176264,63116,2353, had so much fun with this ,4.0,1.0,5,176264
384,140216,140216,50218,1320,i enjoyed this  for the great image with architectural interest and the challenge that all of the detail provided,4.0,1.0,5,140216
385,158813,158813,56901,1890, very dissatisfied,4.0,-1.0,1,158813
386,62551,62551,21893,212, it is significantly darker than the image on the box which muted the colors making the completed  drab,3.0,-1.0,3,62551
387,133267,133267,47702,1127, i hope the  quality itself was better,3.0,-1.0,4,133267
388,135752,135752,48607,1193, it was also the most colorful  i ever did,4.0,1.0,5,135752
389,186823,186823,66607,2737,my first cobble hill  and i was very pleased with the quality,3.0,1.0,5,186823
390,156759,156759,56127,1808,absolutely brilliant,4.0,1.0,5,156759
391,52237,52237,18577,169, this turned out to be completely the opposite as i found very quickly that this thing can hardly stay closed on its own,4.0,-1.0,1,52237
392,97594,97594,34585,532, but the pieces are not so large that it is simple to put the  together,4.0,0.0,5,97594
393,120401,120401,43044,851,very beautiful  ,4.0,1.0,5,120401
394,38008,38008,13503,119, somewhat frustrating,1.0,1.0,4,38008
395,141172,141172,50592,1375, the  itself turned out to be one of the most pleasurable and addictive i've done in some time,4.0,1.0,5,141172
396,60343,60343,21121,202, it is great,4.0,1.0,5,60343
397,211776,211776,75392,4084, the shapes are unique so it makes finding the piece you need like an all blue sky quite easy,4.0,1.0,4,211776
398,43723,43723,15595,136, i buy only  s as the quality is second to none,3.0,1.0,3,43723
399,230108,230108,81184,6000,havent put it together yet but looks good,4.0,1.0,5,230108
400,185252,185252,66113,2687, she enjoys doing s so i thought this looked close to the house she grew up in and hoped she would get a kick out putting this one together,4.0,1.0,5,185252
401,188697,188697,67289,2809, overall happy with the purchase,4.0,1.0,4,188697
402,45856,45856,16372,145,it has a beautiful scene and the person i gave it to as a gift loves it,3.0,1.0,4,45856
403,89514,89514,31704,431,very nice ,4.0,1.0,5,89514
404,208654,208654,74326,3869, the gold accents are great - beautiful when mounted and hung,3.0,1.0,5,208654
405,152022,152022,54496,1658, i am,4.0,0.0,3,152022
406,140572,140572,50357,1337, good job,4.0,1.0,5,140572
407,229330,229330,80955,5871, looked everywhere but it definitely came without one piece,0.0,-1.0,3,229330
408,52548,52548,18599,169, it was an expensive failure in my eyes,4.0,-1.0,3,52548
409,46614,46614,16657,153, part of the water between a couple of the boats is not green/blue like it should be it's a tan color like the walkway,3.0,-1.0,4,46614
410,120035,120035,42892,843, happy with the purchase if not my  skill level,4.0,1.0,4,120035
411,154490,154490,55306,1727, we even bought another  like this one and the pieces were cut different ,4.0,0.0,1,154490
412,49747,49747,17835,168, however i found it to be very enjoyable and felt a great sense of accomplishment once it was finished,4.0,1.0,5,49747
413,33415,33415,11978,96, they are all high definition and busy,3.0,1.0,5,33415
414,12232,12232,4409,22, fun ,4.0,1.0,5,12232
415,148029,148029,53104,1551, packaged well arrived in good condition,4.0,1.0,5,148029
416,105101,105101,37342,622,fun  ,4.0,1.0,5,105101
417,103941,103941,36931,613, i am going to return the ,4.0,-1.0,1,103941
418,57600,57600,20328,197, the fact that they are wood makes it harder,1.0,1.0,3,57600
419,158856,158856,56916,1896,i was looking for a beautiful but challenging  for adults and from the picture this one hit all the marks,1.0,1.0,2,158856
420,175311,175311,62802,2345, it is a unique  that provided hours of entertainment for me,4.0,1.0,5,175311
421,229301,229301,80943,5864, the colors are somewhat muted with colors that are faintly varied and flow together,3.0,-1.0,4,229301
422,103563,103563,36769,609,i've done higher quality s thus the 4 stars instead of 5 but for the price the quality is great,3.0,1.0,4,103563
423,107524,107524,38263,644,it was missing a piece ,0.0,-1.0,1,107524
424,39335,39335,14009,126, there is a love/hate relationship going on but i expect that when it is complete we will be in love with it,4.0,0.0,5,39335
425,168284,168284,60399,2140, lastly what a beautiful ,4.0,1.0,5,168284
426,183213,183213,65489,2620, the dimensions in the description aren't exactly accurate,4.0,-1.0,5,183213
427,193818,193818,69056,3044,i bought this  for my friend for her birthday it looked like a very nice ,4.0,1.0,2,193818
428,164426,164426,59075,2041, i'm the only one that goes in my  room and i've turned the place upside down and can't find them,4.0,0.0,4,164426
429,210740,210740,75040,4012,very nice image good printing quality and vivid colors,3.0,1.0,5,210740
430,185326,185326,66136,2687,nice but some of the backing on pieces missing ,0.0,-1.0,5,185326
431,7601,7601,2816,10,this took us to nights and well into the night,4.0,0.0,5,7601
432,27867,27867,9910,68, i found it hard to keep the pieces together when working on it,2.0,-1.0,5,27867
433,11059,11059,4003,21, it is beautiful no issues at all fitting together & sturdy,2.0,1.0,5,11059
434,66275,66275,23257,231,i am giving this  a 5 star rating because i have many  s and they all have been great,4.0,0.0,5,66275
435,226153,226153,79872,5288, the various buildings flowers children in the setting are fun to piece together,4.0,1.0,5,226153
436,152338,152338,54599,1669, all in all a great addition to our collection and will probably become a christmas staple in our family to get one each year to solve together,4.0,1.0,5,152338
437,224629,224629,79352,5069, this would allow to cheat since would help sort the pieces out by areas of the  easily,4.0,0.0,5,224629
438,136482,136482,48830,1209, they are the only s we put together anymore,4.0,0.0,5,136482
439,48691,48691,17440,163,great  with thick sturdy pieces,2.0,1.0,5,48691
440,179870,179870,64348,2491,quick delivery and cheap,4.0,1.0,5,179870
441,82357,82357,28969,340, i love that,4.0,1.0,5,82357
442,69434,69434,24465,249, the picture on the box looked good,4.0,1.0,5,69434
443,94123,94123,33465,499, maybe reverse the font sizes so the original artist gets due credit,4.0,0.0,5,94123
444,149303,149303,53536,1578, this brand of  has unique  piece shapes which made it more interesting,4.0,1.0,4,149303
445,9724,9724,3571,15,this one was very enjoyable,4.0,1.0,5,9724
446,23314,23314,8363,55,love the picture,4.0,1.0,5,23314
447,197549,197549,70357,3214, loves s especially john deere he was a farmer his whole life,4.0,1.0,5,197549
448,27479,27479,9750,65,we love all our  s and have become addicted to them,4.0,1.0,5,27479
449,25025,25025,8946,60,quality is pretty solid,3.0,1.0,5,25025
450,142662,142662,51124,1403, finally_ÙÕÑ ,4.0,0.0,5,142662
451,185834,185834,66309,2701, so much detail,4.0,1.0,4,185834
452,207925,207925,74051,3817, very hard,1.0,1.0,5,207925
453,205616,205616,73241,3646,i was so happy when i got my ,4.0,0.0,3,205616
454,31838,31838,11439,91, i have done one other star wars  same thousand piece and it was very challenging,1.0,1.0,5,31838
455,18491,18491,6703,42, pieces are sturdy and just feel like good quality,2.0,1.0,5,18491
456,14672,14672,5227,30,my grandmother loves s and candy so i bought this for her for christmas,4.0,1.0,4,14672
457,91802,91802,32535,467, very challenging and well mliked,1.0,1.0,5,91802
458,95868,95868,33917,510,beautiful colorful and enjoy putting together,4.0,1.0,4,95868
459,217251,217251,77003,4402,really enjoyed this ---took some concentration on the treesi enjoy charles wysocki  as the features for the most part are pretty sharp ,4.0,1.0,5,217251
460,142906,142906,51194,1407, this helps a ton when you're doing a  with a person who lacks vision and patience,4.0,1.0,5,142906
461,213937,213937,76009,4197,love the ,4.0,1.0,5,213937
462,193642,193642,68987,3028, the only problem is that they're going to finish it so quickly that i'll have to buy another one soon,4.0,1.0,5,193642
463,73929,73929,26055,282, my husband and i enjoyed working on this to help pass the time while watching general conference,4.0,1.0,5,73929
464,56620,56620,19972,189, it has a beautiful picture that is fun to work on the pieces are a nice thickness and stay in place where you put them,2.0,1.0,5,56620
465,214797,214797,76239,4233,but most importantly no missing pieces,0.0,1.0,5,214797
466,47993,47993,17139,163, i'm an addict,4.0,0.0,5,47993
467,198470,198470,70692,3271, the pale colors just made it tough,3.0,-1.0,4,198470
468,107046,107046,38034,644,bought this ,4.0,0.0,1,107046
469,102055,102055,36247,593,the quality is beautiful and the interlocking is well made,3.0,1.0,5,102055
470,130061,130061,46561,1047, i would recommend it to a family member or friend,4.0,1.0,5,130061
471,66439,66439,23344,231, product was new and looked just as expected,4.0,1.0,5,66439
472,227024,227024,80159,5435, if you want a fun challenge you can't miss,1.0,1.0,5,227024
473,15352,15352,5544,30,my father is 84 and i buy one of these wm collage s for him on almost every gift occasion,4.0,0.0,5,15352
474,195094,195094,69545,3110,i bought this  for my mom she does about one  a month and she really loved this one because it was dobby it is a fairly challenging  because one section of the  is one solid color which can always be challenging but she had so much fun putting it together,1.0,1.0,5,195094
475,221688,221688,78435,4777, the picture is a mosaic of portions of coca-cola advertisements from the 1950s and '60s,4.0,0.0,5,221688
476,221007,221007,78213,4703,colorful high-quality sortable grid-cut pieces and fine image made this a pleasure to assemble,3.0,1.0,5,221007
477,14297,14297,5066,30, never disappointed,4.0,1.0,5,14297
478,136968,136968,49013,1228,i was surprised at how quickly i received the ,4.0,1.0,5,136968
479,12003,12003,4284,22,  was a bit easier then others of the same brand imo,1.0,-1.0,5,12003
480,73478,73478,25897,278, drove me crazy,4.0,-1.0,1,73478
481,23761,23761,8477,56, of course she is way ahead of me and has about completed it at this time,4.0,0.0,4,23761
482,173511,173511,62185,2297, she keeps a jigsaw  going on her large coffee table all the time so a  is always a good gift idea for her,4.0,0.0,5,173511
483,129492,129492,46337,1028,this was a difficult  to work - mainly because many pieces appeared to fit together but weren't really the right pieces,2.0,-1.0,4,129492
484,103897,103897,36900,613,perfect ,4.0,1.0,5,103897
485,81858,81858,28755,337, but this  was pretty tough,1.0,1.0,5,81858
486,95804,95804,33880,510, absolutely beautiful and will be gifting finished  ,4.0,1.0,5,95804
487,127376,127376,45581,984, born in new hampshire and now living in florida was a good test on remembering location of villages ,4.0,0.0,5,127376
488,52280,52280,18579,169, a four person dining room table should accommodate it,4.0,0.0,4,52280
489,105330,105330,37438,623, love them,4.0,1.0,5,105330
490,167661,167661,60141,2117, i almost exclusively buy springbok s,4.0,0.0,4,167661
491,84631,84631,29862,361,7 whole days of less ipad doodling which made us very happy,4.0,0.0,5,84631
492,139544,139544,49970,1308, will be ordering more,4.0,1.0,5,139544
493,197636,197636,70401,3220,excellent product and service,4.0,1.0,5,197636
494,35428,35428,12681,106, i enjoy the artwork and loved reading the information about the artist that was included,4.0,1.0,5,35428
495,62444,62444,21867,212, they make quality s but,3.0,1.0,3,62444
496,67889,67889,23868,236,loved reviewing the millennium in  form,4.0,1.0,5,67889
497,223575,223575,79028,4955,we ordered this  and the  of maine both from the same maker,4.0,1.0,1,223575
498,87582,87582,31010,408,would recommend ,4.0,1.0,5,87582
499,138806,138806,49669,1295,bought as a gift,4.0,1.0,5,138806
500,221337,221337,78311,4737,update:since i posted this review i contacted the manufacturer sunsout and sent pictures of the amount of  that was cut off,4.0,0.0,2,221337
501,28436,28436,10127,69, well made,3.0,1.0,5,28436
502,23905,23905,8536,56,in a world of very mundane s this  is a beauty,3.0,1.0,5,23905
503,26981,26981,9601,65, so not only am i putting a  together i'm also kinda doing a  within a  because i have to match up all these paper images to the cardboard  pieces,4.0,0.0,2,26981
504,76473,76473,26985,304,really fun challenging ,1.0,1.0,5,76473
505,45463,45463,16214,143,gift to my granddaughters who have a doll house so this should be a fun item for them,4.0,1.0,5,45463
506,228763,228763,80755,5741,gail and i work about 20 1000 piece s each year,4.0,0.0,3,228763
507,66589,66589,23389,232,purchased for my stepfather who does s in the midwest winter time,4.0,0.0,5,66589
508,19361,19361,7053,44,pros:+challenging yet doable+fun events and people from the 1980's+excellent artwork+high quality cons:-only has one picture of mr,3.0,1.0,5,19361
509,21875,21875,7901,49,love these s,4.0,1.0,5,21875
510,36661,36661,13125,112, if you like a good challenge pick this up,1.0,1.0,5,36661
511,133751,133751,47882,1131,pros - beautiful picture vibrant colorcons - this  is full of pieces with flat edges,3.0,1.0,2,133751
512,76723,76723,27084,306, this is my first 1000 piece d ,4.0,0.0,5,76723
513,201558,201558,71764,3417,i love doing hautman brothers s,4.0,1.0,5,201558
514,162294,162294,58201,1998,nice introduction to the map of the us though the locations of alaska and hawaii are unfortunate,4.0,0.0,4,162294
515,126983,126983,45449,980,love the shape and artwork of this ,4.0,1.0,4,126983
516,68201,68201,23995,240, love the large pieces ,4.0,1.0,5,68201
517,84977,84977,29986,365,awesome ,4.0,1.0,5,84977
518,30857,30857,11066,85,i always enjoy the s that collage vintage signs and advertising and this was another good one,4.0,1.0,5,30857
519,39606,39606,14136,128, whew,4.0,1.0,4,39606
520,233344,233344,82235,6771,i love this artwork,3.0,1.0,5,233344
521,131923,131923,47241,1096, this is an excellent  and very well made,3.0,1.0,5,131923
522,5028,5028,1822,4,great for sorting  pieces by color,4.0,1.0,5,5028
523,151249,151249,54218,1631, i rely on boxes for assistance because i'm not so great at s i just like doing them,4.0,0.0,4,151249
524,220308,220308,77996,4639,this  looked really nice when put together,3.0,1.0,5,220308
525,122741,122741,43898,883,as always the hennessy s never fail to entertain,4.0,1.0,5,122741
526,39920,39920,14277,130, realy just good quality pieces,2.0,1.0,5,39920
527,118019,118019,42150,813,i have bought this  twice for different late elementary/early middle school kids and i'd buy it again - maybe for my family next time,4.0,0.0,5,118019
528,221310,221310,78305,4732,this was a gift,4.0,0.0,5,221310
529,55082,55082,19499,184, you could literally ignore the art and just fit the  using shape alone which is what he likes to do,4.0,0.0,5,55082
530,205377,205377,73144,3628,all the pieces fit together and make a picture ,2.0,1.0,5,205377
531,22036,22036,7965,50, a favorite pasttime,4.0,1.0,5,22036
532,230180,230180,81215,6017,i love this ,4.0,1.0,5,230180
533,38212,38212,13568,120, she is very pleased,4.0,1.0,5,38212
534,82032,82032,28837,337, taken with a full stadium as the tigers host the gators from florida it's a must have for any football fan,4.0,1.0,5,82032
535,165807,165807,59573,2072, just wish there was a bigger image of the  to work from,4.0,-1.0,5,165807
536,82570,82570,29051,342, i am very frustrated because i wanted to modge podge this and put it in my office ,4.0,-1.0,3,82570
537,233709,233709,82339,6853,i think this  could be good fun for others though especially if you like placing pieces by shape instead of by the picture,4.0,1.0,4,233709
538,1384,1384,376,1, i just wish i could find it in picture form to frame it,4.0,0.0,5,1384
539,79403,79403,27997,324, i looked at many options before settling on this one,4.0,0.0,5,79403
540,65599,65599,23006,227, great for cold nasty snowy winter days,4.0,1.0,4,65599
541,102303,102303,36310,593, this design was rather difficult and i do not recommend it for anyone with eye issues,1.0,-1.0,4,102303
542,200596,200596,71421,3356,loved this  we hodgepodge and have hanging in mancave,4.0,1.0,5,200596
543,51654,51654,18366,169, i also enjoy the sorters,4.0,1.0,5,51654
544,62729,62729,21945,214, sometime we had to go back and move pieces since we could not fit any other piece,4.0,-1.0,4,62729
545,52668,52668,18619,169,i am disappointed  your products are normally much better quality,3.0,-1.0,3,52668
546,19055,19055,6921,44,challenging but doable,1.0,1.0,1,19055
547,177571,177571,63558,2397, since i have been purchasing and making these magnificent s i will not buy any other brand,4.0,1.0,5,177571
548,231763,231763,81728,6362, i will be buying more of them,4.0,1.0,5,231763
549,91980,91980,32624,469, you couldn't do that with this  so it was a totally different experience for him,4.0,0.0,5,91980
550,218386,218386,77342,4469,awesome ,4.0,1.0,5,218386
551,36209,36209,12937,111,the overall look was very dark,3.0,-1.0,3,36209
552,139082,139082,49798,1302, the pieces fit together well all interlocking with similar shapes and the finished picture is enjoyable to look at,2.0,1.0,5,139082
553,59618,59618,20911,202, you can move the pieces around easily yet it keeps them in place,4.0,1.0,5,59618
554,79073,79073,27884,322, specifically requested by my great niece for christmas,4.0,1.0,4,79073
555,51115,51115,18169,169, i've used it now for three s and it's perfect,4.0,1.0,5,51115
556,71299,71299,25125,256, highly recommend ,4.0,1.0,5,71299
557,150412,150412,53923,1607, we have had to pull at least a dozen pieces out once we realized what was going on,4.0,0.0,2,150412
558,204004,204004,72629,3554,i love this puzzel,4.0,1.0,5,204004
559,233274,233274,82211,6752,given as a christmas present,4.0,0.0,5,233274
560,53121,53121,18772,174,fun picture,4.0,1.0,5,53121
561,14705,14705,5242,30,i became addicted to this ,4.0,1.0,5,14705
562,187520,187520,66888,2771, went together quickly,1.0,0.0,5,187520
563,217895,217895,77230,4459, a winter evening: your partner prepares two mugs of something warm and tasty when the nights grow cold,4.0,1.0,5,217895
564,25274,25274,9015,61, as with most s there's always a key to getting a bunch done,4.0,0.0,4,25274
565,82212,82212,28933,337, i am having to take time off of work to do this,4.0,0.0,1,82212
566,31075,31075,11149,87, several folks have checked and the extra pieces look like they are from this  but are not,0.0,-1.0,3,31075
567,53251,53251,18811,175,some of the license plates are outdated but that's ok,4.0,1.0,5,53251
568,70882,70882,25005,256,we don't have an official  doing area so the  usually sits on the dining room table ,4.0,0.0,5,70882
569,23417,23417,8378,56, i love the image and it is just difficult enough to present a challenge for me,1.0,1.0,4,23417
570,234152,234152,82457,6949, very well made,3.0,1.0,5,234152
571,227772,227772,80404,5547,this was so difficult,1.0,1.0,4,227772
572,13729,13729,4879,30,this was a super fun  that my 12 year old daughter and i put together this holiday break,4.0,1.0,5,13729
573,154908,154908,55460,1746,i received this  as a gift for christmas,4.0,0.0,2,154908
574,56132,56132,19786,187, the stained glass effect is very cool and the pieces are made out of a material that is great for puzzling,2.0,1.0,5,56132
575,69658,69658,24566,251, i have enjoyed putting it together but can't sit with it very long,4.0,1.0,3,69658
576,66272,66272,23255,231, kind of a disappointment for a 1000 piece  ,4.0,-1.0,2,66272
577,157944,157944,56576,1850,great product ,4.0,1.0,5,157944
578,102765,102765,36469,603,we love s and this  is one of our favorites,4.0,1.0,5,102765
579,83891,83891,29591,355,present for my 12 yo niece and she loved it,4.0,1.0,4,83891
580,142537,142537,51092,1403,if you love s and a challenge this is the one for you,1.0,1.0,5,142537
581,79285,79285,27981,323,i really enjoyed making this ,4.0,1.0,5,79285
582,106693,106693,37911,641,the  has at least 15 pieces missing,0.0,-1.0,1,106693
583,231047,231047,81501,6206, it's slowly coming along,4.0,0.0,5,231047
584,33374,33374,11969,96,so no straining eyes to see what you are doing,4.0,0.0,5,33374
585,149576,149576,53623,1589,love it still working on it,4.0,1.0,5,149576
586,45302,45302,16164,143, i am not patient and i like to make progress quickly,4.0,1.0,5,45302
587,121684,121684,43498,864, the  itself was a little difficult to put together - i'm talking about matching patterns and figuring out which pieces go where - but it was very enjoyable,1.0,1.0,5,121684
588,189575,189575,67563,2857, it looked like maybe it had snagged on a machine during production,4.0,0.0,2,189575
589,116419,116419,41590,779, it was made in a way that made it very hard,1.0,1.0,3,116419
590,15835,15835,5673,31, simple idea and basic for sure bottom line it works,4.0,1.0,5,15835
591,138860,138860,49694,1296,challenging,1.0,1.0,5,138860
592,52547,52547,18599,169, this carrier was definitely not doing what i needed,4.0,-1.0,3,52547
593,104550,104550,37120,616, the  pieces are not the normal 4-sided ones which adds to the challenge/enjoyment,1.0,1.0,5,104550
594,24404,24404,8714,59,i like this colorful  and cannot wait to complete installation after i received it,4.0,1.0,1,24404
595,158023,158023,56603,1853,update: the seller and the manufacturer both responded and the  was replaced,4.0,0.0,5,158023
596,221779,221779,78461,4781, it was fun doing this,4.0,1.0,5,221779
597,38111,38111,13551,120,  s should fit ok - i'm bummed that i'm going to be restricted to only buying certain  brands,4.0,1.0,3,38111
598,198912,198912,70855,3292, can't go wrong,4.0,1.0,5,198912
599,11909,11909,4256,22, i don't know how much better people want their s,4.0,1.0,5,11909
600,101723,101723,36125,591,we put this together over the holiday and it was tons of fun,4.0,1.0,5,101723
601,99435,99435,35263,558, my only complaint is that this is the second time i've purchased a   that has a missing piece,0.0,-1.0,4,99435
602,97182,97182,34411,527,although relaxing and enjoyable it is not an easy ,1.0,1.0,5,97182
603,145353,145353,52126,1486, we always keep a  going and it is also relaxing for me,4.0,1.0,5,145353
604,149459,149459,53580,1586, there is far too much black space and the pieces are cut in very odd shapes which makes it even more difficult,1.0,1.0,2,149459
605,60935,60935,21294,204, it doesn't look like it but most of the dogs are beige or have spots most have a pink tongue showing and the entire background is blue so there are no real hints to help assemble the pieces,4.0,-1.0,2,60935
606,191637,191637,68299,2949, they all look so adorable,4.0,1.0,5,191637
607,89564,89564,31712,433, i will be returning this  and not purchasing from this company again,4.0,-1.0,1,89564
608,13704,13704,4870,30, the candy bars are all in rows and with so much text it was much easier to figure out where each piece went,1.0,-1.0,4,13704
609,181931,181931,65032,2582, the  was cheaper at the boise state bookstore,4.0,0.0,4,181931
610,140846,140846,50468,1353, quality is alright,3.0,0.0,3,140846
611,73728,73728,25998,280, you must pay attention to the color and pattern,4.0,0.0,5,73728
612,73064,73064,25730,274,beautiful quality ,3.0,1.0,5,73064
613,230067,230067,81172,5994,i am a jiminy cricket fan,4.0,0.0,5,230067
614,128089,128089,45857,1000, i think the machine they used to cut this was super cheap or on its last leg and not sharp,2.0,-1.0,2,128089
615,224330,224330,79270,5033,the quality was very good,3.0,1.0,5,224330
616,150003,150003,53765,1600,i purchased the  used but the  came with a completely broken box,4.0,0.0,3,150003
617,223970,223970,79143,4996,looking for the  from heck,4.0,0.0,4,223970
618,68219,68219,24006,240, the  has large well-made pieces that fit snugly and vibrant and distinctive colors,2.0,1.0,5,68219
619,155991,155991,55857,1780,so much blue in this,4.0,0.0,5,155991
620,80992,80992,28464,328,couldn't notice until finished,4.0,0.0,1,80992
621,203603,203603,72523,3548,love the quality of  s,3.0,1.0,5,203603
622,28954,28954,10349,72,i got this for my mom for her birthday since she has been looking for jigsaw s,4.0,0.0,5,28954
623,121550,121550,43473,861, my god what a challenge,1.0,1.0,5,121550
624,71712,71712,25247,261,i don't usually write product reviews but i wanted to add my two cents about this ,4.0,0.0,5,71712
625,93299,93299,33145,486,this arrived shinkwrapped in good condition,4.0,0.0,5,93299
626,170438,170438,61106,2192,i am so looking forward to doing this  as i enjoyed his other i'm looking forward to also getting the 5001 i'm here so thank you for the great challenge in beauty ,4.0,1.0,5,170438
627,5985,5985,2184,5, this time i decided to get from amazon so i thought is would be the same quality sadly it is not,3.0,-1.0,2,5985
628,37292,37292,13309,117, great  to complete,4.0,1.0,5,37292
629,99131,99131,35163,550, beautiful & well made,3.0,1.0,5,99131
630,75577,75577,26641,296, we didn't finish it over the weekend our first  failure since the tradition began,4.0,0.0,5,75577
631,187058,187058,66712,2745,overall the  quality was pretty good but still not as good as ,3.0,1.0,3,187058
